id,name,Title analysis,Components counts
9238937,"Furnished Condo, BTS Chong Nontri","['Property Type', 'Amenities', 'Proximity to Transit']",3
9240476,Ream Kwan Residence,"['Property Type', 'Location Details']",2
9241938,The Sunrise Residence,"['Property Type', 'Location Details']",2
9243710,Private room 4 beds (Shared Bathroom),"['Property Type', 'Bedroom Count', 'Amenities']",3
9244540,Private room queen bed (shared B/R),"['Property Type', 'Amenities']",2
9265221,Garden terrace 1 BR APT in Sathorn;Lumphini MRT,"['Property Type', 'Themed Features', 'Bedroom Count', 'Proximity to Transit', 'Location Details']",5
9271357,5PAX near Central Embassy @BTS PloenChit,"['Additional Services', 'Location Details', 'Proximity to Transit']",3
9283994,BTS Condo next to Airport Link,"['Property Type', 'Proximity to Transit']",2
9285303,"8. Asoke-Rama9, Walk to MRT, Jodd Fair","['Location Details', 'Proximity to Transit', 'Amenities']",3
9286334,"15. Super Convenient, Next to  BTS, JJ Market-SIAM","['Location Details', 'Proximity to Transit', 'Amenities', 'Descriptive Adjectives']",4
9286547,"Family Room - No Window, 24-Hour Access (Siam)","['Property Type', 'Additional Services', 'Location Details']",3
9290157,"12. Big & Convenient, Next to  BTS, JJ Market-SIAM","['Location Details', 'Descriptive Adjectives', 'Proximity to Transit', 'Amenities']",4
9306472,"36 sqm Scenic Studio-balcony,center; Lumpini MRT","['Area Size', 'Descriptive Adjectives', 'Property Type', 'Amenities', 'Proximity to Transit', 'Location Details']",6
9314280,Serenity in the heart of city,"['Descriptive Adjectives', 'Location Details']",2
9322134,Beautiful City Apartment,"['Descriptive Adjectives', 'Location Details', 'Property Type']",3
9326262,B&B  1 Minute to BTS (Thonglor),"['Property Type', 'Proximity to Transit', 'Location Details']",3
9332956,River view corner apartment,"['Property Type', 'View', 'Location Details']",3
9335336,THE NINTH PLACE CONDO SRINAKARIN RD,"['Property Type', 'Location Details']",2
9344041,The Base Condo Near  BTS Onnut,"['Property Type', 'Proximity to Transit', 'Location Details']",3
9351994,The Lake Sathorn-Wutthakat,"['Property Type', 'Location Details']",2
9369729,"Hip mansion Near airport, Big park, Dept store.","['Property Type', 'Location Details', 'Descriptive Adjectives', 'Amenities']",4
9394543,40m2 Lux 1Br Walk to MBK BTS Siam:C,"['Area Size', 'Descriptive Adjectives', 'Bedroom Count', 'Proximity to Transit', 'Location Details']",5
9403406,Silom 3 apartment no. 3 (BTS Saladaeng),"['Property Type', 'Location Details', 'Proximity to Transit']",3
9416548,Ladprao MRT Station Stone Throw JENGA,"['Proximity to Transit', 'Location Details']",2
9419661,Stay cozy & relax in Bangkok,"['Descriptive Adjectives', 'Location Details']",2
9420513,A cozy room in midtown Bangkok,"['Descriptive Adjectives', 'Location Details']",2
9422151,Blissotel Ratchada,"['Property Type', 'Location Details']",2
9423131,Panorama City View by the River with Pool & Gym 河邊,"['View', 'Amenities', 'Location Details']",3
9435194,Green Life living  in the best of Bangkok CBD,"['Themed Features', 'Location Details']",2
9453616,Houseplant room 10 mins to Don Mueang Airport(DMK),"['Property Type', 'Proximity to Transit', 'Location Details']",3
9453790,37 Nature House: 10 mins to DMK Int'l Airport,"['Property Type', 'Proximity to Transit', 'Location Details']",3
9458258,"7. Asoke-Rama9, Walk to MRT, Jodd Fair","['Location Details', 'Proximity to Transit', 'Amenities']",3
9458457,Elio DelRay Condo Sukhumvit 64 Road,"['Property Type', 'Location Details']",2
686479066600403434,轻轨旁单间/双床,"['Proximity to Transit', 'Property Type', 'Bedroom Count']",3
686485109681267182,Studio 单间/双床,"['Property Type', 'Bedroom Count']",2
686595904154891156,"BaanArun 2, Bangkok, NearWatArun/ MRT/PrivateHouse","['Location Details', 'Proximity to Transit', 'Property Type']",3
686644076782696987,คอนโด40ตร.ม.บนถนนพัฒนาการ ใกล้สนามบินสุวรรณภูมิ,"['Property Type', 'Area Size', 'Location Details', 'Proximity to Transit']",4
686685352918051428,A spacious studio room near Chatuchak Market (702),"['Descriptive Adjectives', 'Property Type', 'Proximity to Transit', 'Room Number']",4
686703530503667824,A studio room near Chatuchak Market,"['Property Type', 'Proximity to Transit']",2
686703573006205359,A spacious studio room near Chatuchak Market (703),"['Descriptive Adjectives', 'Property Type', 'Proximity to Transit', 'Room Number']",4
686709080851970513,A spacious studio room near Chatuchak Market (705),"['Descriptive Adjectives', 'Property Type', 'Proximity to Transit', 'Room Number']",4
686758725167164012,Cozy 1 bedroom 1 living room,"['Descriptive Adjectives', 'Bedroom Count', 'Property Type']",3
686881706615982349,Sky pool 2bdrms siamparagon bts pratunam highfloor,"['Amenities', 'Bedroom Count', 'Proximity to Transit', 'Themed Features', 'Additional Services']",5
686911920803168623,extraordinary pratunam infinity pool @central wrld,"['Descriptive Adjectives', 'Proximity to Transit', 'Amenities', 'Themed Features']",4
686931909872191489,infinity pool asoke rama9 2bed/bathrooms joddfairs,"['Amenities', 'Proximity to Transit', 'Bedroom Count', 'Themed Features']",4
687293290293167570,New City Center House 2 min walk to BTS Ratchatewi,"['Descriptive Adjectives', 'Property Type', 'Proximity to Transit']",3
687328839924240019,Modern serviced 1-bed suite with kitchen,"['Descriptive Adjectives', 'Property Type', 'Bedroom Count', 'Additional Services']",4
687329944717922985,Modern serviced 2-bed suite with gym,"['Descriptive Adjectives', 'Property Type', 'Bedroom Count', 'Amenities']",4
687395615242412136,Modern serviced studio apartment with gym,"['Descriptive Adjectives', 'Property Type', 'Amenities']",3
687510932034159959,POONPLUS Resident soi Ladprao 102,"['Location Details', 'Property Type']",2
687549357941657284,Luxury riverfront condo in prime area next to MRT,"['Descriptive Adjectives', 'Property Type', 'View', 'Proximity to Transit']",4
688104108021450391,- The Echelon 11 - Elegant Design - BTS NANA,"['Themed Features', 'Proximity to Transit']",2
688323633208133895,Lovely 1 BR with pool/shared common area,"['Descriptive Adjectives', 'Bedroom Count', 'Amenities']",3
688323961777752999,Beautiful house & Amazing location near BTS/Park,"['Descriptive Adjectives', 'Property Type', 'Proximity to Transit']",3
688594821351543152,TheTreeRio/RiverVIEW/MRT0/BangAor,"['Themed Features', 'View', 'Proximity to Transit']",3
688618219666351880,Sukhumvit 41 Manhattan Style with Bathroom+Kitchen,"['Location Details', 'Themed Features', 'Additional Services']",3
688668586342965827,Simple area for simple one.,['Descriptive Adjectives'],1
688921472165924780,1 Single Capsule in a 12 Bed Mixed Dormitory,"['Bedroom Count', 'Property Type', 'Amenities']",3
689005447555237018,Private room  3pax  Netflix 15min DonMueng Airport,"['Property Type', 'Additional Services', 'Proximity to Transit']",3
689015405130996702,River view 1Bedroom near Khaosan Rd. Grand palace,"['View', 'Bedroom Count', 'Proximity to Transit', 'Location Details']",4
689356074104076649,Cozy room Sukhumvit 64,"['Descriptive Adjectives', 'Location Details']",2
689415105102614400,"Deluxe Mini Suite in Watthana, Prom Phong BTS","['Descriptive Adjectives', 'Property Type', 'Proximity to Transit']",3
689451123777217178,Charming 3-Bedroom for 9 in Ari/BKK view rooftop,"['Descriptive Adjectives', 'Bedroom Count', 'Proximity to Transit', 'View', 'Additional Services']",5
689477488088780688,BTS Nana/Sukhumvit 11/ Pool /No-Window/Twin Beds.,"['Proximity to Transit', 'Amenities', 'Themed Features', 'Bedroom Count']",4
689532463119840317,Sweet Honey Toss room @New CBD Bangkok,"['Themed Features', 'Location Details']",2
689558855044989463,"Cozy room near BTS Prom Phong Sukhumvit, Watthana","['Descriptive Adjectives', 'Proximity to Transit', 'Location Details']",3
689562134533726885,1 single Capsule in a 10 Bed Mixed Dormitory,"['Bedroom Count', 'Property Type', 'Amenities']",3
689719738192889434,Comfortable Furnished 1BR in Central Bangkok,"['Descriptive Adjectives', 'Property Type', 'Bedroom Count', 'Location Details']",4
690229480100298908,"There's private car park , and quite quiet","['Additional Services', 'Descriptive Adjectives']",2
690288010375784982,"Month/Yr Rent Condo near BTS: wifi, pool, fitness","['Property Type', 'Proximity to Transit', 'Amenities', 'Additional Services']",4
690366557183550219,6 BR units with terrace 100m to Ploenchit BTS,"['Bedroom Count', 'Amenities', 'Proximity to Transit']",3
690418899720756555,Parvena Hotel - 11,['Themed Features'],1
690733530274230686,LUXURY CONDO WITH 3 SWIMMING POOL'S IN THE ROOFTOP,"['Descriptive Adjectives', 'Property Type', 'Amenities']",3
690967971990565584,"Resort home in Sukhumvit, huge pools,near skytrain","['Property Type', 'Amenities', 'Proximity to Transit']",3
691018182936780731,- The Echelon 11 - High Floor City View - NANA,"['Themed Features', 'View', 'Proximity to Transit']",3
691331730502516581,88Cozy LovelyCondo Bitec BTS WI-FI POOL. Big Room❤️,"['Descriptive Adjectives', 'Property Type', 'Proximity to Transit', 'Amenities', 'Additional Services']",5
691676086728681302,1 single capsule in 4-Bed Female only Dormitory,"['Bedroom Count', 'Property Type', 'Amenities']",3
691730424126906701,1BR@Asok&Sukhumvit#Near Terminal 21&Nana#Max2(#58,"['Bedroom Count', 'Proximity to Transit', 'Additional Services']",3
692253002827254740,"Clean studio near BTS Punnawithi, only 8 mins walk","['Descriptive Adjectives', 'Property Type', 'Proximity to Transit']",3
692283626848793414,"Modern Deluxe 1 BR ,MRT , Free WiFi. Hot Deal!","['Descriptive Adjectives', 'Property Type', 'Bedroom Count', 'Proximity to Transit', 'Additional Services']",5
692654475115313961,Lovely 1-bedroom close to BTS Phra khanong,"['Descriptive Adjectives', 'Bedroom Count', 'Proximity to Transit']",3
693162432883529321,Bangkok Service Apartment Near BTS Thong Lo 300m.,"['Property Type', 'Proximity to Transit']",2
693218634030396184,Bangkok Service Apartments from BTS Thong Lo 300m.,"['Property Type', 'Proximity to Transit']",2
693297021115465189,2minute BTS 200m King bed/Family friendly,"['Proximity to Transit', 'Bedroom Count', 'Additional Services']",3
693328094615696495,Lovely 2 Bedroom Condo with Pool Kitchen Fast WiFi,"['Descriptive Adjectives', 'Bedroom Count', 'Property Type', 'Amenities', 'Additional Services']",5
693665559447206725,"Work and Travel @Near Nana Alley, BTS Phloen Chit.","['Themed Features', 'Proximity to Transit']",2
693729026239800487,A lifestyle destination that fuses city vibrance,"['Descriptive Adjectives', 'Themed Features']",2
693992381149072554,"1-Bed Condo in Thonglor, Bangkok – Monthly Stays!","['Bedroom Count', 'Property Type', 'Location Details', 'Additional Services']",4
694298931087108266,Indy Srinakarin romklao,['Location Details'],1
694427103354018236,30days!  Sukhumvit NANA spacious 1BR 2PPL near BTS,"['Additional Services', 'Proximity to Transit', 'Descriptive Adjectives', 'Bedroom Count', 'Additional Services']",5
694501972168392202,Lovely 3-bedroom rental unit 10 minutes from BTS,"['Descriptive Adjectives', 'Bedroom Count', 'Proximity to Transit']",3
694534306142147691,"The Nest's Private Residence , MRT Huaikwang, WiFi","['Themed Features', 'Proximity to Transit', 'Additional Services']",3
694541748415485269,1BR Sukhumvit Bangkok BTS onnut  City Center,"['Bedroom Count', 'Location Details', 'Proximity to Transit']",3
694591156222686766,30days! AirportLink Sukhumvit NANA MaxValu 2BR(4P),"['Additional Services', 'Proximity to Transit', 'Bedroom Count', 'Additional Services']",4
694605202521903820,Pool&BTS Nana&MRT Sukhumvit&Max2ppl,"['Amenities', 'Proximity to Transit', 'Additional Services']",3
694630604140164517,Budget Studio No Window w/Kitchenette @Chinatown,"['Descriptive Adjectives', 'Property Type', 'Additional Services', 'Location Details']",4
695271735497068893,30days!  Sukhumvit NANA spacious 1BR 2PPL near BTS,"['Additional Services', 'Proximity to Transit', 'Descriptive Adjectives', 'Bedroom Count', 'Additional Services']",5
695316185642110926,1 Capsule Queen size bed sleeps two in 10Bed dorm,"['Bedroom Count', 'Property Type', 'Amenities']",3
695369670588073469,31F - The Echelon 11 - High Floor Hyper View -,"['Themed Features', 'View']",2
695394897566168222,Cozy 2BR PRIME location Sukhumvit BTS&MRT,"['Descriptive Adjectives', 'Bedroom Count', 'Location Details', 'Proximity to Transit']",4
695420671204318512,ideo bts 360skypool bigc pratunam Central world,"['Proximity to Transit', 'Amenities', 'Location Details']",3
695558624489942930,"Center of Bkk, most convenient location 2BR apt","['Location Details', 'Descriptive Adjectives', 'Bedroom Count', 'Property Type']",4
695697020247601166,"Mein Haus C @Bangpho ""Like your friend's house""","['Themed Features', 'Location Details']",2
695850166463033014,New！Sale！ On Nut's tallest/loft/ pool/gym/BTS 300m,"['Descriptive Adjectives', 'Themed Features', 'Amenities', 'Proximity to Transit']",4
695873638647385691,30days!  Sukhumvit NANA spacious 1BR 2PPL near BTS,"['Additional Services', 'Proximity to Transit', 'Descriptive Adjectives', 'Bedroom Count', 'Additional Services']",5
695884672584206115,Close chatuchakmarket 1 bedroom with poolgym,"['Proximity to Transit', 'Bedroom Count', 'Amenities']",3
695917012348827342,Cozy Living 1BR WIfI Connect to BTS Bitech,"['Descriptive Adjectives', 'Bedroom Count', 'Proximity to Transit', 'Additional Services']",4
696058340966469724,Rooftop pool gym luxury cozy condo  free wifi @BTS,"['Amenities', 'Amenities', 'Descriptive Adjectives', 'Property Type', 'Additional Services', 'Proximity to Transit']",6
696061340562572726,Rooftop pool gym luxury cozy condo  free wifi @BTS,"['Amenities', 'Amenities', 'Descriptive Adjectives', 'Property Type', 'Additional Services', 'Proximity to Transit']",6
696195226530608168,#1[48sq.m]BIG2Bedrooms/Walk2TRAIN/Near DMK Airport,"['Room Number', 'Area Size', 'Bedroom Count', 'Proximity to Transit', 'Location Details']",5
696644170195217608,Just bed and **Free Wifi** in Bangkok,"['Additional Services', 'Location Details']",2
696717969382538997,"Peaceful 1BR, less than 300m from BTS Thong Lor","['Descriptive Adjectives', 'Bedroom Count', 'Proximity to Transit']",3
696726593025121639,Thaya Hotel Bangkok_ Suite Room,"['Themed Features', 'Property Type']",2
696768868360194214,Perfect location# Pool#Gym@BTS/MRT&Max3ppl,"['Descriptive Adjectives', 'Amenities', 'Proximity to Transit', 'Additional Services']",4
696811001217938538,New spacious 2BR 3PPL with pool&gym Silom &Sathorn,"['Descriptive Adjectives', 'Bedroom Count', 'Amenities', 'Location Details']",4
696852086559011846,2BR!Perfect location# Pool#Gym@BTS/MRT#5ppl,"['Bedroom Count', 'Descriptive Adjectives', 'Amenities', 'Proximity to Transit', 'Additional Services']",5
696905178725813893,21F#Perfect location# Pool#Gym@BTS/MRT&2BR#5ppl,"['Floor Number', 'Descriptive Adjectives', 'Amenities', 'Proximity to Transit', 'Bedroom Count', 'Additional Services']",6
697075991273876765,อพาร์ตเมนต์สุขสันต์,['Property Type'],1
697659867648276552,Homey  1 BD Fast Wifi  BTS MRT Washmachin,"['Descriptive Adjectives', 'Bedroom Count', 'Additional Services', 'Proximity to Transit']",4
698010264943648392,Silom 3 apartment no. 8 (BTS Saladaeng station),"['Location Details', 'Property Type', 'Room Number', 'Proximity to Transit']",4
698026412502896497,Silom 3 apartment no. 9 (BTS Saladaeng station),"['Location Details', 'Property Type', 'Room Number', 'Proximity to Transit']",4
